dateObs,dateObs_y,dateObs_m,dateObs_d,TempAvg,TempMin,hhmiTempMin,TempMax,hhmiTempMax,hhmiTempMin_h,hhmiTempMin_m,hhmiTempMax_h,hhmiTempMax_m,classRainfall,hourRainfall,RainfallAmount,discomfortIndex,HumidAvg,SnowloadMax,hhmiSnowloadMax,hhmiSnowloadMax_h,hhmiSnowloadMax_m
2020-05-30,2020,5,30,22.6,16.5,05:30:00,30.0,16:01:00,5.0,30.0,16,1,무강수,0.0,0.0,불쾌,57.3,0.0,0.0,0.0,0.0
2020-05-31,2020,5,31,21.2,17.6,05:23:00,28.0,13:32:00,5.0,23.0,13,32,보통비,1.92,1.0,전원쾌적,63.0,0.0,0.0,0.0,0.0
2020-06-01,2020,6,1,19.7,16.6,05:28:00,24.5,16:03:00,5.0,28.0,16,3,약한비,3.75,0.4,전원쾌적,64.3,0.0,0.0,0.0,0.0
2020-06-02,2020,6,2,17.9,14.8,04:49:00,21.8,15:26:00,4.0,49.0,15,26,보통비,1.83,2.0,전원쾌적,71.0,0.0,0.0,0.0,0.0
2020-06-03,2020,6,3,22.0,17.6,05:46:00,28.4,15:16:00,5.0,46.0,15,16,무강수,0.0,0.0,불쾌,73.3,0.0,0.0,0.0,0.0
2020-06-04,2020,6,4,21.9,19.7,23:58:00,26.5,14:01:00,23.0,58.0,14,1,약한비,6.75,0.2,10%불쾌,81.1,0.0,0.0,0.0,0.0
2020-06-05,2020,6,5,23.0,18.4,04:43:00,28.7,15:29:00,4.0,43.0,15,29,무강수,0.0,0.0,10%불쾌,69.4,0.0,0.0,0.0,0.0
2020-06-06,2020,6,6,24.6,19.2,05:41:00,30.9,15:43:00,5.0,41.0,15,43,무강수,0.0,0.0,10%불쾌,63.6,0.0,0.0,0.0,0.0
2020-06-07,2020,6,7,22.7,19.2,03:18:00,29.2,15:45:00,3.0,18.0,15,45,무강수,0.0,0.0,10%불쾌,69.4,0.0,0.0,0.0,0.0
2020-06-08,2020,6,8,25.0,19.8,01:01:00,32.0,15:29:00,1.0,1.0,15,29,무강수,0.0,0.0,10%불쾌,63.6,0.0,0.0,0.0,0.0
2020-06-09,2020,6,9,26.7,20.3,05:58:00,32.8,15:02:00,5.0,58.0,15,2,무강수,0.0,0.0,10%불쾌,51.6,0.0,0.0,0.0,0.0
2020-06-10,2020,6,10,25.8,22.5,05:48:00,32.1,13:56:00,5.0,48.0,13,56,보통비,6.58,6.2,10%불쾌,63.8,0.0,0.0,0.0,0.0
2020-06-11,2020,6,11,26.1,21.7,05:11:00,31.6,16:20:00,5.0,11.0,16,20,무강수,0.0,0.0,50%불쾌,68.3,0.0,0.0,0.0,0.0
2020-06-12,2020,6,12,24.7,21.6,05:25:00,27.6,14:21:00,5.0,25.0,14,21,무강수,0.0,0.0,10%불쾌,68.6,0.0,0.0,0.0,0.0
2020-06-13,2020,6,13,26.9,20.6,05:41:00,33.5,15:13:00,5.0,41.0,15,13,무강수,0.0,0.0,10%불쾌,52.8,0.0,0.0,0.0,0.0
2020-06-14,2020,6,14,24.0,20.1,23:55:00,28.8,14:33:00,23.0,55.0,14,33,보통비,3.83,1.1,10%불쾌,70.6,0.0,0.0,0.0,0.0
2020-06-15,2020,6,15,23.0,18.2,05:48:00,28.6,15:00:00,5.0,48.0,15,0,무강수,0.0,0.0,10%불쾌,62.3,0.0,0.0,0.0,0.0
2020-06-16,2020,6,16,24.4,20.0,03:57:00,30.7,15:27:00,3.0,57.0,15,27,무강수,0.0,0.0,10%불쾌,63.0,0.0,0.0,0.0,0.0
2020-06-17,2020,6,17,24.3,20.2,05:33:00,30.3,14:55:00,5.0,33.0,14,55,무강수,0.0,0.0,10%불쾌,58.6,0.0,0.0,0.0,0.0
2020-06-18,2020,6,18,23.4,20.3,05:41:00,27.3,15:51:00,5.0,41.0,15,51,무강수,0.0,0.0,10%불쾌,61.4,0.0,0.0,0.0,0.0
2020-06-19,2020,6,19,24.7,21.1,06:58:00,30.0,14:48:00,6.0,58.0,14,48,약한비,1.83,0.1,10%불쾌,61.4,0.0,0.0,0.0,0.0
2020-06-20,2020,6,20,24.9,20.7,05:03:00,29.7,12:54:00,5.0,3.0,12,54,무강수,0.0,0.0,10%불쾌,62.6,0.0,0.0,0.0,0.0
2020-06-21,2020,6,21,26.1,19.5,05:44:00,32.7,14:50:00,5.0,44.0,14,50,무강수,0.0,0.0,10%불쾌,59.5,0.0,0.0,0.0,0.0
2020-06-22,2020,6,22,28.6,21.7,05:22:00,35.4,15:09:00,5.0,22.0,15,9,무강수,0.0,0.0,50%불쾌,50.5,0.0,0.0,0.0,0.0
2020-06-23,2020,6,23,27.3,23.2,06:10:00,31.0,14:05:00,6.0,10.0,14,5,무강수,0.0,0.0,50%불쾌,53.5,0.0,0.0,0.0,0.0
2020-06-24,2020,6,24,22.3,19.9,12:50:00,26.3,00:01:00,12.0,50.0,0,1,매우강한비,19.17,37.6,10%불쾌,83.5,0.0,0.0,0.0,0.0
2020-06-25,2020,6,25,21.6,20.1,23:31:00,23.4,15:27:00,23.0,31.0,15,27,강한비,15.33,13.3,10%불쾌,91.0,0.0,0.0,0.0,0.0
2020-06-26,2020,6,26,21.8,19.2,03:38:00,25.7,15:29:00,3.0,38.0,15,29,보통비,5.83,2.1,불쾌,82.1,0.0,0.0,0.0,0.0
2020-06-27,2020,6,27,24.1,20.4,05:24:00,29.6,15:25:00,5.0,24.0,15,25,무강수,0.0,0.0,10%불쾌,70.4,0.0,0.0,0.0,0.0
2020-06-28,2020,6,28,25.2,21.5,05:54:00,30.1,15:07:00,5.0,54.0,15,7,무강수,0.0,0.0,10%불쾌,70.5,0.0,0.0,0.0,0.0
2020-06-29,2020,6,29,23.8,20.6,23:57:00,26.5,10:59:00,23.0,57.0,10,59,강한비,5.08,11.9,10%불쾌,77.0,0.0,0.0,0.0,0.0
2020-06-30,2020,6,30,20.1,18.4,05:07:00,23.1,14:50:00,5.0,7.0,14,50,매우강한비,18.42,64.7,전원쾌적,83.0,0.0,0.0,0.0,0.0
2020-07-01,2020,7,1,21.1,18.1,04:47:00,24.3,16:42:00,4.0,47.0,16,42,무강수,0.0,0.0,불쾌,79.3,0.0,0.0,0.0,0.0
2020-07-02,2020,7,2,24.2,20.4,01:14:00,29.8,16:35:00,1.0,14.0,16,35,무강수,0.0,0.0,10%불쾌,74.5,0.0,0.0,0.0,0.0
2020-07-03,2020,7,3,25.5,21.6,00:00:00,30.6,15:08:00,24.0,0.0,15,8,약한비,1.92,0.1,10%불쾌,63.5,0.0,0.0,0.0,0.0
2020-07-04,2020,7,4,24.2,20.4,05:42:00,29.5,14:51:00,5.0,42.0,14,51,보통비,4.83,1.6,10%불쾌,63.9,0.0,0.0,0.0,0.0
2020-07-05,2020,7,5,23.8,19.9,05:21:00,27.6,13:13:00,5.0,21.0,13,13,무강수,0.0,0.0,10%불쾌,68.6,0.0,0.0,0.0,0.0
2020-07-06,2020,7,6,25.6,21.8,05:54:00,30.9,16:05:00,5.0,54.0,16,5,무강수,0.0,0.0,10%불쾌,66.6,0.0,0.0,0.0,0.0
2020-07-07,2020,7,7,24.1,22.1,06:59:00,28.1,16:47:00,6.0,59.0,16,47,무강수,0.0,0.0,10%불쾌,75.5,0.0,0.0,0.0,0.0
2020-07-08,2020,7,8,25.5,21.3,05:36:00,30.4,16:02:00,5.0,36.0,16,2,무강수,0.0,0.0,10%불쾌,71.9,0.0,0.0,0.0,0.0
2020-07-09,2020,7,9,27.5,21.8,05:26:00,32.9,14:49:00,5.0,26.0,14,49,무강수,0.0,0.0,50%불쾌,64.6,0.0,0.0,0.0,0.0
2020-07-10,2020,7,10,24.5,22.7,23:44:00,27.7,00:01:00,23.0,44.0,0,1,보통비,4.67,2.2,10%불쾌,75.0,0.0,0.0,0.0,0.0
2020-07-11,2020,7,11,25.8,22.2,04:32:00,30.2,14:06:00,4.0,32.0,14,6,무강수,0.0,0.0,10%불쾌,62.6,0.0,0.0,0.0,0.0
2020-07-12,2020,7,12,23.5,21.7,23:19:00,26.0,12:35:00,23.0,19.0,12,35,보통비,5.42,2.9,10%불쾌,71.9,0.0,0.0,0.0,0.0
2020-07-13,2020,7,13,18.7,17.7,06:15:00,21.7,00:01:00,6.0,15.0,0,1,매우강한비,22.92,47.6,전원쾌적,94.8,0.0,0.0,0.0,0.0
2020-07-14,2020,7,14,20.3,17.2,04:16:00,24.3,15:33:00,4.0,16.0,15,33,강한비,9.83,11.5,전원쾌적,79.4,0.0,0.0,0.0,0.0
2020-07-15,2020,7,15,23.4,18.9,05:47:00,28.7,17:03:00,5.0,47.0,17,3,무강수,0.0,0.0,10%불쾌,63.1,0.0,0.0,0.0,0.0
2020-07-16,2020,7,16,25.0,20.4,04:54:00,29.7,15:14:00,4.0,54.0,15,14,무강수,0.0,0.0,10%불쾌,70.9,0.0,0.0,0.0,0.0
2020-07-17,2020,7,17,26.0,21.5,05:44:00,31.6,14:33:00,5.0,44.0,14,33,무강수,0.0,0.0,50%불쾌,72.0,0.0,0.0,0.0,0.0
2020-07-18,2020,7,18,26.1,22.8,05:29:00,31.0,15:39:00,5.0,29.0,15,39,무강수,0.0,0.0,50%불쾌,71.6,0.0,0.0,0.0,0.0
2020-07-19,2020,7,19,24.0,20.6,09:04:00,26.6,22:01:00,9.0,4.0,22,1,강한비,5.67,29.1,10%불쾌,81.6,0.0,0.0,0.0,0.0
2020-07-20,2020,7,20,23.8,22.4,22:17:00,26.6,02:12:00,22.0,17.0,2,12,보통비,10.33,3.6,10%불쾌,86.3,0.0,0.0,0.0,0.0
2020-07-21,2020,7,21,25.0,21.4,06:11:00,30.5,15:33:00,6.0,11.0,15,33,무강수,0.0,0.0,10%불쾌,77.0,0.0,0.0,0.0,0.0
2020-07-22,2020,7,22,23.7,22.6,22:22:00,25.7,15:01:00,22.0,22.0,15,1,강한비,11.17,11.5,10%불쾌,89.3,0.0,0.0,0.0,0.0
2020-07-23,2020,7,23,21.1,18.5,23:19:00,22.6,00:01:00,23.0,19.0,0,1,매우강한비,22.67,103.1,불쾌,95.5,0.0,0.0,0.0,0.0
2020-07-24,2020,7,24,22.5,18.7,00:01:00,26.8,16:25:00,0.0,1.0,16,25,보통비,8.25,2.9,10%불쾌,74.3,0.0,0.0,0.0,0.0
2020-07-25,2020,7,25,24.3,22.3,02:35:00,29.0,15:55:00,2.0,35.0,15,55,무강수,0.0,0.0,10%불쾌,69.3,0.0,0.0,0.0,0.0
2020-07-26,2020,7,26,25.4,21.6,05:49:00,29.6,16:14:00,5.0,49.0,16,14,무강수,0.0,0.0,10%불쾌,69.3,0.0,0.0,0.0,0.0
2020-07-27,2020,7,27,24.3,22.9,06:11:00,25.5,15:40:00,6.0,11.0,15,40,보통비,16.92,2.2,10%불쾌,86.4,0.0,0.0,0.0,0.0
2020-07-28,2020,7,28,24.4,22.7,05:48:00,26.4,14:47:00,5.0,48.0,14,47,약한비,10.17,0.4,10%불쾌,84.8,0.0,0.0,0.0,0.0
2020-07-29,2020,7,29,23.7,22.6,09:25:00,24.9,17:46:00,9.0,25.0,17,46,매우강한비,18.17,50.1,10%불쾌,95.8,0.0,0.0,0.0,0.0
2020-07-30,2020,7,30,25.3,23.4,23:24:00,28.4,14:39:00,23.0,24.0,14,39,약한비,5.25,0.1,50%불쾌,85.5,0.0,0.0,0.0,0.0
2020-07-31,2020,7,31,26.2,22.8,06:35:00,29.6,13:19:00,6.0,35.0,13,19,보통비,2.42,1.5,50%불쾌,81.9,0.0,0.0,0.0,0.0
2020-08-01,2020,8,1,25.3,24.3,05:46:00,26.9,11:13:00,5.0,46.0,11,13,매우강한비,16.5,39.1,50%불쾌,90.9,0.0,0.0,0.0,0.0
2020-08-02,2020,8,2,24.9,23.5,18:55:00,26.4,15:01:00,18.0,55.0,15,1,매우강한비,23.25,31.4,50%불쾌,96.3,0.0,0.0,0.0,0.0
2020-08-03,2020,8,3,25.0,23.9,20:02:00,26.3,01:42:00,20.0,2.0,1,42,매우강한비,19.92,102.6,50%불쾌,96.3,0.0,0.0,0.0,0.0
2020-08-04,2020,8,4,27.0,25.0,00:01:00,29.4,15:20:00,0.0,1.0,15,20,보통비,11.67,3.9,50%불쾌,89.3,0.0,0.0,0.0,0.0
2020-08-05,2020,8,5,26.5,25.5,23:46:00,29.1,16:30:00,23.0,46.0,16,30,강한비,12.67,18.5,50%불쾌,92.1,0.0,0.0,0.0,0.0
2020-08-06,2020,8,6,24.1,22.9,23:57:00,26.0,16:44:00,23.0,57.0,16,44,매우강한비,12.33,75.7,10%불쾌,92.8,0.0,0.0,0.0,0.0
2020-08-07,2020,8,7,24.3,22.6,06:28:00,26.1,15:36:00,6.0,28.0,15,36,무강수,0.0,0.0,10%불쾌,85.3,0.0,0.0,0.0,0.0
2020-08-08,2020,8,8,24.2,22.7,04:32:00,26.1,16:28:00,4.0,32.0,16,28,강한비,10.42,19.1,10%불쾌,89.5,0.0,0.0,0.0,0.0
2020-08-09,2020,8,9,24.9,23.7,00:01:00,25.8,23:30:00,0.0,1.0,23,30,매우강한비,20.25,50.3,50%불쾌,95.4,0.0,0.0,0.0,0.0
2020-08-10,2020,8,10,26.5,24.7,23:57:00,29.5,13:31:00,23.0,57.0,13,31,매우강한비,17.67,44.6,50%불쾌,91.6,0.0,0.0,0.0,0.0
2020-08-11,2020,8,11,24.6,22.4,05:36:00,27.3,13:33:00,5.0,36.0,13,33,매우강한비,10.17,97.0,50%불쾌,92.5,0.0,0.0,0.0,0.0
2020-08-12,2020,8,12,27.2,23.5,04:31:00,31.3,14:05:00,4.0,31.0,14,5,무강수,0.0,0.0,50%불쾌,83.9,0.0,0.0,0.0,0.0
2020-08-13,2020,8,13,28.0,26.3,05:06:00,30.3,15:57:00,5.0,6.0,15,57,무강수,0.0,0.0,전원불쾌,82.4,0.0,0.0,0.0,0.0
2020-08-14,2020,8,14,27.1,26.5,08:22:00,28.0,11:47:00,8.0,22.0,11,47,약한비,2.92,0.4,50%불쾌,86.1,0.0,0.0,0.0,0.0
2020-08-15,2020,8,15,26.1,25.0,07:29:00,27.0,17:45:00,7.0,29.0,17,45,매우강한비,17.08,69.0,50%불쾌,96.0,0.0,0.0,0.0,0.0
2020-08-16,2020,8,16,27.4,25.3,05:33:00,30.8,14:41:00,5.0,33.0,14,41,무강수,0.0,0.0,50%불쾌,82.6,0.0,0.0,0.0,0.0
2020-08-17,2020,8,17,28.2,26.1,04:59:00,32.2,16:02:00,4.0,59.0,16,2,무강수,0.0,0.0,50%불쾌,77.9,0.0,0.0,0.0,0.0
2020-08-18,2020,8,18,27.5,24.0,06:22:00,31.9,15:43:00,6.0,22.0,15,43,무강수,0.0,0.0,50%불쾌,76.3,0.0,0.0,0.0,0.0
2020-08-19,2020,8,19,27.1,23.6,05:14:00,31.4,15:48:00,5.0,14.0,15,48,무강수,0.0,0.0,50%불쾌,76.8,0.0,0.0,0.0,0.0
2020-08-20,2020,8,20,27.7,25.0,03:01:00,31.7,13:10:00,3.0,1.0,13,10,무강수,0.0,0.0,50%불쾌,76.0,0.0,0.0,0.0,0.0
2020-08-21,2020,8,21,26.6,25.2,05:43:00,29.2,16:30:00,5.0,43.0,16,30,보통비,4.67,2.5,50%불쾌,83.1,0.0,0.0,0.0,0.0
2020-08-22,2020,8,22,24.3,21.7,23:42:00,27.6,12:07:00,23.0,42.0,12,7,매우강한비,6.25,42.6,10%불쾌,87.4,0.0,0.0,0.0,0.0
2020-08-23,2020,8,23,25.3,21.5,00:45:00,29.9,15:55:00,0.0,45.0,15,55,무강수,0.0,0.0,50%불쾌,78.4,0.0,0.0,0.0,0.0
2020-08-24,2020,8,24,27.8,23.7,05:54:00,32.0,15:21:00,5.0,54.0,15,21,무강수,0.0,0.0,50%불쾌,71.6,0.0,0.0,0.0,0.0
2020-08-25,2020,8,25,29.9,26.0,06:18:00,34.5,14:52:00,6.0,18.0,14,52,무강수,0.0,0.0,전원불쾌,69.5,0.0,0.0,0.0,0.0
2020-08-26,2020,8,26,30.2,27.0,05:52:00,34.5,15:53:00,5.0,52.0,15,53,약한비,4.75,0.6,전원불쾌,68.3,0.0,0.0,0.0,0.0
2020-08-27,2020,8,27,27.1,25.6,07:36:00,28.6,16:11:00,7.0,36.0,16,11,보통비,15.08,8.7,50%불쾌,84.6,0.0,0.0,0.0,0.0
2020-08-28,2020,8,28,27.3,26.0,05:51:00,29.7,12:28:00,5.0,51.0,12,28,강한비,9.25,13.6,50%불쾌,89.1,0.0,0.0,0.0,0.0
2020-08-29,2020,8,29,26.8,25.5,05:58:00,29.0,16:12:00,5.0,58.0,16,12,강한비,9.5,13.6,50%불쾌,90.1,0.0,0.0,0.0,0.0
2020-08-30,2020,8,30,26.8,24.4,23:48:00,30.6,14:23:00,23.0,48.0,14,23,매우강한비,11.08,42.5,50%불쾌,88.8,0.0,0.0,0.0,0.0
2020-08-31,2020,8,31,26.4,23.8,01:07:00,30.0,16:10:00,1.0,7.0,16,10,무강수,0.0,0.0,50%불쾌,77.9,0.0,0.0,0.0,0.0
2020-09-01,2020,9,1,26.6,23.8,06:30:00,29.5,14:59:00,6.0,30.0,14,59,무강수,0.0,0.0,50%불쾌,72.4,0.0,0.0,0.0,0.0
2020-09-02,2020,9,2,24.3,22.6,23:46:00,26.4,00:02:00,23.0,46.0,0,2,매우강한비,20.08,33.3,10%불쾌,91.3,0.0,0.0,0.0,0.0
2020-09-03,2020,9,3,22.7,20.0,07:41:00,25.6,14:20:00,7.0,41.0,14,20,강한비,11.0,29.8,10%불쾌,82.0,0.0,0.0,0.0,0.0
2020-09-04,2020,9,4,23.3,19.9,03:25:00,27.5,15:41:00,3.0,25.0,15,41,무강수,0.0,0.0,10%불쾌,63.9,0.0,0.0,0.0,0.0
2020-09-05,2020,9,5,23.3,19.2,06:15:00,27.3,15:29:00,6.0,15.0,15,29,무강수,0.0,0.0,10%불쾌,66.6,0.0,0.0,0.0,0.0
2020-09-06,2020,9,6,21.7,19.5,22:52:00,24.4,14:49:00,22.0,52.0,14,49,보통비,8.58,6.4,불쾌,80.0,0.0,0.0,0.0,0.0
2020-09-07,2020,9,7,19.2,17.5,07:51:00,20.6,23:52:00,7.0,51.0,23,52,매우강한비,24.0,61.0,전원쾌적,93.5,0.0,0.0,0.0,0.0
2020-09-08,2020,9,8,23.4,20.6,00:01:00,26.5,14:19:00,0.0,1.0,14,19,무강수,0.0,0.0,10%불쾌,71.5,0.0,0.0,0.0,0.0
2020-09-09,2020,9,9,21.1,19.0,14:24:00,25.3,12:58:00,14.0,24.0,12,58,보통비,4.83,1.3,불쾌,83.4,0.0,0.0,0.0,0.0
2020-09-10,2020,9,10,22.8,18.8,06:23:00,27.0,15:37:00,6.0,23.0,15,37,보통비,2.25,3.9,10%불쾌,75.8,0.0,0.0,0.0,0.0
2020-09-11,2020,9,11,22.4,19.2,23:57:00,27.1,12:19:00,23.0,57.0,12,19,보통비,7.83,1.2,10%불쾌,72.6,0.0,0.0,0.0,0.0
2020-09-12,2020,9,12,20.2,18.1,02:32:00,23.2,15:41:00,2.0,32.0,15,41,보통비,18.58,5.7,전원쾌적,83.8,0.0,0.0,0.0,0.0
2020-09-13,2020,9,13,21.5,16.7,06:18:00,26.6,15:42:00,6.0,18.0,15,42,무강수,0.0,0.0,불쾌,70.4,0.0,0.0,0.0,0.0
2020-09-14,2020,9,14,21.3,17.6,06:22:00,24.9,12:36:00,6.0,22.0,12,36,무강수,0.0,0.0,불쾌,79.3,0.0,0.0,0.0,0.0
2020-09-15,2020,9,15,23.0,18.9,06:27:00,27.7,14:29:00,6.0,27.0,14,29,무강수,0.0,0.0,10%불쾌,76.4,0.0,0.0,0.0,0.0
2020-09-16,2020,9,16,22.5,21.3,23:27:00,24.9,12:48:00,23.0,27.0,12,48,약한비,5.75,0.3,10%불쾌,79.9,0.0,0.0,0.0,0.0
2020-09-17,2020,9,17,21.3,20.1,23:33:00,23.6,15:23:00,23.0,33.0,15,23,무강수,0.0,0.0,불쾌,70.3,0.0,0.0,0.0,0.0
2020-09-18,2020,9,18,21.5,18.1,07:05:00,25.8,14:44:00,7.0,5.0,14,44,무강수,0.0,0.0,불쾌,62.0,0.0,0.0,0.0,0.0
2020-09-19,2020,9,19,21.2,17.6,00:00:00,26.2,14:36:00,24.0,0.0,14,36,약한비,1.0,0.3,전원쾌적,59.3,0.0,0.0,0.0,0.0
2020-09-20,2020,9,20,19.7,15.6,06:30:00,24.9,15:10:00,6.0,30.0,15,10,무강수,0.0,0.0,전원쾌적,57.6,0.0,0.0,0.0,0.0
2020-09-21,2020,9,21,19.1,13.6,06:09:00,25.3,14:49:00,6.0,9.0,14,49,무강수,0.0,0.0,전원쾌적,56.1,0.0,0.0,0.0,0.0
2020-09-22,2020,9,22,20.2,15.5,06:18:00,25.6,14:54:00,6.0,18.0,14,54,무강수,0.0,0.0,전원쾌적,55.3,0.0,0.0,0.0,0.0
2020-09-23,2020,9,23,19.2,15.2,05:21:00,23.8,13:59:00,5.0,21.0,13,59,무강수,0.0,0.0,전원쾌적,59.9,0.0,0.0,0.0,0.0
2020-09-24,2020,9,24,20.6,16.8,06:06:00,25.4,13:40:00,6.0,6.0,13,40,무강수,0.0,0.0,전원쾌적,59.6,0.0,0.0,0.0,0.0
2020-09-25,2020,9,25,20.1,16.6,04:26:00,25.4,14:33:00,4.0,26.0,14,33,무강수,0.0,0.0,전원쾌적,64.1,0.0,0.0,0.0,0.0
2020-09-26,2020,9,26,19.3,14.8,05:37:00,24.8,14:58:00,5.0,37.0,14,58,무강수,0.0,0.0,전원쾌적,62.5,0.0,0.0,0.0,0.0
2020-09-27,2020,9,27,20.4,14.9,06:40:00,25.8,13:40:00,6.0,40.0,13,40,무강수,0.0,0.0,전원쾌적,63.3,0.0,0.0,0.0,0.0
2020-09-28,2020,9,28,20.7,15.7,05:28:00,26.5,14:51:00,5.0,28.0,14,51,무강수,0.0,0.0,전원쾌적,66.0,0.0,0.0,0.0,0.0
2020-09-29,2020,9,29,19.6,15.3,06:26:00,23.9,16:23:00,6.0,26.0,16,23,무강수,0.0,0.0,전원쾌적,67.6,0.0,0.0,0.0,0.0
2020-09-30,2020,9,30,19.6,16.2,06:47:00,25.7,13:58:00,6.0,47.0,13,58,매우강한비,2.67,38.3,전원쾌적,78.0,0.0,0.0,0.0,0.0
2020-10-01,2020,10,1,18.8,15.6,06:20:00,23.6,14:45:00,6.0,20.0,14,45,무강수,0.0,0.0,전원쾌적,74.9,0.0,0.0,0.0,0.0
2020-10-02,2020,10,2,19.2,16.3,03:53:00,21.9,11:30:00,3.0,53.0,11,30,무강수,0.0,0.0,전원쾌적,79.6,0.0,0.0,0.0,0.0
2020-10-03,2020,10,3,19.9,18.3,23:38:00,23.2,12:30:00,23.0,38.0,12,30,무강수,0.0,0.0,전원쾌적,72.5,0.0,0.0,0.0,0.0
2020-10-04,2020,10,4,16.6,10.6,23:50:00,21.8,13:30:00,23.0,50.0,13,30,무강수,0.0,0.0,전원쾌적,65.1,0.0,0.0,0.0,0.0
2020-10-05,2020,10,5,13.3,8.5,05:37:00,18.4,15:55:00,5.0,37.0,15,55,무강수,0.0,0.0,전원쾌적,57.3,0.0,0.0,0.0,0.0
2020-10-06,2020,10,6,14.2,9.3,06:27:00,19.7,15:29:00,6.0,27.0,15,29,무강수,0.0,0.0,전원쾌적,55.9,0.0,0.0,0.0,0.0
2020-10-07,2020,10,7,16.0,9.9,07:05:00,22.0,15:58:00,7.0,5.0,15,58,무강수,0.0,0.0,전원쾌적,48.9,0.0,0.0,0.0,0.0
2020-10-08,2020,10,8,17.2,12.1,06:21:00,23.1,15:11:00,6.0,21.0,15,11,무강수,0.0,0.0,전원쾌적,53.0,0.0,0.0,0.0,0.0
2020-10-09,2020,10,9,17.2,12.4,05:27:00,23.3,15:08:00,5.0,27.0,15,8,무강수,0.0,0.0,전원쾌적,53.4,0.0,0.0,0.0,0.0
2020-10-10,2020,10,10,16.9,12.3,05:43:00,21.5,13:44:00,5.0,43.0,13,44,무강수,0.0,0.0,전원쾌적,60.1,0.0,0.0,0.0,0.0
2020-10-11,2020,10,11,16.9,12.7,06:34:00,20.8,11:55:00,6.0,34.0,11,55,무강수,0.0,0.0,전원쾌적,68.5,0.0,0.0,0.0,0.0
2020-10-12,2020,10,12,16.2,12.1,23:56:00,21.3,14:11:00,23.0,56.0,14,11,무강수,0.0,0.0,전원쾌적,68.6,0.0,0.0,0.0,0.0
2020-10-13,2020,10,13,13.6,8.6,06:27:00,18.4,14:59:00,6.0,27.0,14,59,무강수,0.0,0.0,전원쾌적,52.3,0.0,0.0,0.0,0.0
2020-10-14,2020,10,14,12.8,8.5,00:00:00,18.0,13:27:00,24.0,0.0,13,27,무강수,0.0,0.0,전원쾌적,47.0,0.0,0.0,0.0,0.0
2020-10-15,2020,10,15,11.7,6.5,06:44:00,18.5,14:33:00,6.0,44.0,14,33,무강수,0.0,0.0,전원쾌적,41.8,0.0,0.0,0.0,0.0
2020-10-16,2020,10,16,11.8,8.6,06:15:00,15.4,14:25:00,6.0,15.0,14,25,무강수,0.0,0.0,전원쾌적,64.3,0.0,0.0,0.0,0.0
2020-10-17,2020,10,17,13.1,8.7,07:02:00,18.6,15:08:00,7.0,2.0,15,8,무강수,0.0,0.0,전원쾌적,64.3,0.0,0.0,0.0,0.0
2020-10-18,2020,10,18,13.6,7.2,06:30:00,20.2,13:52:00,6.0,30.0,13,52,무강수,0.0,0.0,전원쾌적,65.5,0.0,0.0,0.0,0.0
2020-10-19,2020,10,19,15.1,9.8,07:00:00,21.3,14:40:00,7.0,0.0,14,40,무강수,0.0,0.0,전원쾌적,74.4,0.0,0.0,0.0,0.0
2020-10-20,2020,10,20,15.2,9.9,06:47:00,21.7,14:13:00,6.0,47.0,14,13,무강수,0.0,0.0,전원쾌적,67.1,0.0,0.0,0.0,0.0
2020-10-21,2020,10,21,14.1,11.8,03:01:00,17.3,15:29:00,3.0,1.0,15,29,무강수,0.0,0.0,전원쾌적,69.4,0.0,0.0,0.0,0.0
2020-10-22,2020,10,22,13.5,8.4,23:44:00,18.2,14:51:00,23.0,44.0,14,51,무강수,0.0,0.0,전원쾌적,66.0,0.0,0.0,0.0,0.0
2020-10-23,2020,10,23,8.6,5.4,07:13:00,13.3,15:15:00,7.0,13.0,15,15,무강수,0.0,0.0,전원쾌적,51.5,0.0,0.0,0.0,0.0
2020-10-24,2020,10,24,8.7,3.2,07:05:00,14.0,15:38:00,7.0,5.0,15,38,무강수,0.0,0.0,전원쾌적,47.6,0.0,0.0,0.0,0.0
2020-10-25,2020,10,25,11.8,5.4,07:08:00,18.2,13:45:00,7.0,8.0,13,45,무강수,0.0,0.0,전원쾌적,62.5,0.0,0.0,0.0,0.0
2020-10-26,2020,10,26,12.9,8.0,06:18:00,19.0,13:54:00,6.0,18.0,13,54,무강수,0.0,0.0,전원쾌적,71.6,0.0,0.0,0.0,0.0
2020-10-27,2020,10,27,14.0,9.0,06:53:00,19.4,14:31:00,6.0,53.0,14,31,무강수,0.0,0.0,전원쾌적,74.1,0.0,0.0,0.0,0.0
2020-10-28,2020,10,28,13.8,8.6,23:59:00,18.2,14:42:00,23.0,59.0,14,42,무강수,0.0,0.0,전원쾌적,52.1,0.0,0.0,0.0,0.0
2020-10-29,2020,10,29,10.8,5.5,07:03:00,16.1,13:28:00,7.0,3.0,13,28,무강수,0.0,0.0,전원쾌적,40.3,0.0,0.0,0.0,0.0
2020-10-30,2020,10,30,11.9,5.8,07:31:00,19.6,15:12:00,7.0,31.0,15,12,무강수,0.0,0.0,전원쾌적,42.9,0.0,0.0,0.0,0.0
2020-10-31,2020,10,31,13.6,8.5,06:49:00,18.2,14:31:00,6.0,49.0,14,31,무강수,0.0,0.0,전원쾌적,60.3,0.0,0.0,0.0,0.0
